"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/02/2006","261610008","1","15","ug/m3 LC","57","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/05/2006","261610008","1","1.7","ug/m3 LC","7","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/08/2006","261610008","1","20.3","ug/m3 LC","68","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/11/2006","261610008","1","13.3","ug/m3 LC","54","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/14/2006","261610008","1","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/17/2006","261610008","1","11.6","ug/m3 LC","48","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/20/2006","261610008","1","15.4","ug/m3 LC","58","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/22/2006","261610008","1","17.5","ug/m3 LC","62","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/26/2006","261610008","1","6.5","ug/m3 LC","27","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/29/2006","261610008","1","10.5","ug/m3 LC","44","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/16/2006","261610008","1","23.6","ug/m3 LC","75","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/19/2006","261610008","1","10.6","ug/m3 LC","44","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/22/2006","261610008","1","32.7","ug/m3 LC","94","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/25/2006","261610008","1","10.7","ug/m3 LC","45","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/28/2006","261610008","1","8.9","ug/m3 LC","37","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/03/2006","261610008","1","8.4","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/06/2006","261610008","1","12.7","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/09/2006","261610008","1","28.2","ug/m3 LC","85","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/12/2006","261610008","1","16.5","ug/m3 LC","60","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/15/2006","261610008","1","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/21/2006","261610008","1","7.2","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/24/2006","261610008","1","14.6","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/27/2006","261610008","1","17.9","ug/m3 LC","63","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/30/2006","261610008","1","45.3","ug/m3 LC","125","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/02/2006","261610008","1","16.2","ug/m3 LC","60","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/05/2006","261610008","1","3.8","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/08/2006","261610008","1","5","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/11/2006","261610008","1","16.5","ug/m3 LC","60","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/14/2006","261610008","1","9.6","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/17/2006","261610008","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/20/2006","261610008","1","9.8","ug/m3 LC","41","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/23/2006","261610008","1","9.2","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/26/2006","261610008","1","5.3","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/29/2006","261610008","1","7.4","ug/m3 LC","31","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/05/2006","261610008","1","7.1","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/08/2006","261610008","1","15.3","ug/m3 LC","58","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/11/2006","261610008","1","6.1","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/14/2006","261610008","1","14.8","ug/m3 LC","57","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/17/2006","261610008","1","9.4","ug/m3 LC","39","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/20/2006","261610008","1","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/23/2006","261610008","1","5.6","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/26/2006","261610008","1","12.1","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/29/2006","261610008","1","30.4","ug/m3 LC","89","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/01/2006","261610008","1","11","ug/m3 LC","46","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/04/2006","261610008","1","5.5","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/07/2006","261610008","1","17.4","ug/m3 LC","62","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/10/2006","261610008","1","4.1","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/13/2006","261610008","1","9.8","ug/m3 LC","41","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/16/2006","261610008","1","18.9","ug/m3 LC","65","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/19/2006","261610008","1","8.9","ug/m3 LC","37","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/22/2006","261610008","1","13.1","ug/m3 LC","53","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/25/2006","261610008","1","16.4","ug/m3 LC","60","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/28/2006","261610008","1","11.7","ug/m3 LC","49","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/01/2006","261610008","1","19.9","ug/m3 LC","67","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/04/2006","261610008","1","14.3","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/07/2006","261610008","1","8.2","ug/m3 LC","34","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/10/2006","261610008","1","14.5","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/13/2006","261610008","1","16.4","ug/m3 LC","60","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/19/2006","261610008","1","10","ug/m3 LC","42","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/22/2006","261610008","1","5.8","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/25/2006","261610008","1","21","ug/m3 LC","70","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/28/2006","261610008","1","13.7","ug/m3 LC","54","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/31/2006","261610008","1","21","ug/m3 LC","70","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/03/2006","261610008","1","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/06/2006","261610008","1","20.9","ug/m3 LC","70","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/09/2006","261610008","1","16.6","ug/m3 LC","60","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/12/2006","261610008","1","7.1","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/15/2006","261610008","1","5.6","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/18/2006","261610008","1","28.4","ug/m3 LC","85","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/24/2006","261610008","1","15.3","ug/m3 LC","58","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/27/2006","261610008","1","22","ug/m3 LC","72","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/30/2006","261610008","1","8","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/02/2006","261610008","1","6.7","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/05/2006","261610008","1","12.3","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/08/2006","261610008","1","17.2","ug/m3 LC","62","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/11/2006","261610008","1","7.8","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/14/2006","261610008","1","14.1","ug/m3 LC","55","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/17/2006","261610008","1","24.6","ug/m3 LC","77","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/20/2006","261610008","1","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/23/2006","261610008","1","10.7","ug/m3 LC","45","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/26/2006","261610008","1","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"09/29/2006","261610008","1","6.7","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"10/02/2006","261610008","1","9.5","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"10/05/2006","261610008","1","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"10/08/2006","261610008","1","14","ug/m3 LC","55","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"10/17/2006","261610008","1","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"10/23/2006","261610008","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"10/26/2006","261610008","1","11","ug/m3 LC","46","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"10/29/2006","261610008","1","2.8","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"11/01/2006","261610008","1","6.8","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"11/04/2006","261610008","1","14.3","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"11/10/2006","261610008","1","6.4","ug/m3 LC","27","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"11/16/2006","261610008","1","5.5","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"11/19/2006","261610008","1","6.8","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"11/22/2006","261610008","1","21.3","ug/m3 LC","70","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"11/25/2006","261610008","1","19.5","ug/m3 LC","67","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/01/2006","261610008","1","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/04/2006","261610008","1","10.5","ug/m3 LC","44","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/07/2006","261610008","1","2.7","ug/m3 LC","11","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/10/2006","261610008","1","7.5","ug/m3 LC","31","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/13/2006","261610008","1","22.6","ug/m3 LC","73","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/22/2006","261610008","1","12.7","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/25/2006","261610008","1","31.3","ug/m3 LC","91","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/28/2006","261610008","1","26.2","ug/m3 LC","81","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"12/31/2006","261610008","1","20.3","ug/m3 LC","68","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/05/2006","261610008","2","2.5","ug/m3 LC","10","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/11/2006","261610008","2","13.8","ug/m3 LC","55","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/17/2006","261610008","2","11.2","ug/m3 LC","47","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"01/23/2006","261610008","2","19.2","ug/m3 LC","66","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/04/2006","261610008","2","9.7","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/10/2006","261610008","2","18","ug/m3 LC","63","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/16/2006","261610008","2","24.3","ug/m3 LC","77","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/22/2006","261610008","2","33","ug/m3 LC","95","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"02/28/2006","261610008","2","9.3","ug/m3 LC","39","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/06/2006","261610008","2","14","ug/m3 LC","55","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/24/2006","261610008","2","14.7","ug/m3 LC","56","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"03/30/2006","261610008","2","45.4","ug/m3 LC","125","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/05/2006","261610008","2","4.5","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/11/2006","261610008","2","17.1","ug/m3 LC","62","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/17/2006","261610008","2","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/23/2006","261610008","2","10.2","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"04/29/2006","261610008","2","8.2","ug/m3 LC","34","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/05/2006","261610008","2","7.9","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/17/2006","261610008","2","8.9","ug/m3 LC","37","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/23/2006","261610008","2","6.1","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"05/29/2006","261610008","2","30.3","ug/m3 LC","89","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/04/2006","261610008","2","4.8","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/10/2006","261610008","2","4","ug/m3 LC","17","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/16/2006","261610008","2","17.4","ug/m3 LC","62","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"06/28/2006","261610008","2","12.7","ug/m3 LC","52","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/04/2006","261610008","2","14.8","ug/m3 LC","57","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/10/2006","261610008","2","14.9","ug/m3 LC","57","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/16/2006","261610008","2","12.3","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/22/2006","261610008","2","6.2","ug/m3 LC","26","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"07/28/2006","261610008","2","14","ug/m3 LC","55","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/03/2006","261610008","2","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
"08/09/2006","261610008","2","16.8","ug/m3 LC","61","1","100.0000","88101","PM2.5 - Local Conditions","11460","Ann Arbor, MI","26","Michigan","161","Washtenaw","42.2405654781129","-83.5996022282151"
